,Tweets,Cleaned_Tweets
321,"Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP.
#PowerShortageInIndia","Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP."
322,"Maharashtra: Power outage in pocket.Failure of Modi Govt!
#PowerShortageInIndia",Maharashtra: Power outage in pocket.Failure of Modi Govt!
323,"India is in danger of sinking into darkness due to the Modi government's negligence!
#PowerShortageInIndia",India is in danger of sinking into darkness due to the Modi government's negligence!
324,"Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. 
#PowerShortageInIndia","Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. "
325,"Coal shortage is being witnessed in 12 states once again after 2021 The depleting coal inventory of domestic thermal power plants has prompted PSU power engineers to warn of an impending energy crisis Failure of the Modi Govt!
#PowerShortageInIndia",Coal shortage is being witnessed in 12 states once again after 2021 The depleting coal inventory of domestic thermal power plants has prompted PSU power engineers to warn of an impending energy crisis Failure of the Modi Govt!
326,"Besides the industrial units, the life of common people has been thrown off gear. If the situation does not improve, we will hit the streets in protest.” Failure of Modi Govt.
#PowerShortageInIndia","Besides the industrial units, the life of common people has been thrown off gear. If the situation does not improve, we will hit the streets in protest.” Failure of Modi Govt."
327,"Maharashtra: Power outage in Bhosari and Akurdi affects 60,000 consumers.The BJP is falsely propagating that India is bright
#PowerShortageInIndia","Maharashtra: Power outage in Bhosari and Akurdi affects 60,000 consumers.The BJP is falsely propagating that India is bright"
328,"Maharashtra: Power outage in Bhosari and Akurdi affects 60,000 consumers.The BJP is falsely propagating that India is bright
#PowerShortageInIndia","Maharashtra: Power outage in Bhosari and Akurdi affects 60,000 consumers.The BJP is falsely propagating that India is bright"
329,"DVC power facility is not available for MSMEs or small industries making them depend on electricity supplied by the state electricity department. Failure of Modi Govt!
#PowerShortageInIndia",DVC power facility is not available for MSMEs or small industries making them depend on electricity supplied by the state electricity department. Failure of Modi Govt!
330,"Coal stocks of thermal power plants have fallen below the critical 25% of required stock &amp; in over 50 plants, it has fallen below even the 10% mark. The power crisis will lead to the closure of SMEs &amp; unemployment rate will go higher. Failure of Modi Govt!
#PowerShortageInIndia","Coal stocks of thermal power plants have fallen below the critical 25% of required stock &amp; in over 50 plants, it has fallen below even the 10% mark. The power crisis will lead to the closure of SMEs &amp; unemployment rate will go higher. Failure of Modi Govt!"
331,📷 The Ilayaraja Issue is a weapon in the hands of the BJP to cover up all this with the rise in electricity and petrol prices. #powershortageinindia (at Pandalur-பந்தலூர்) https://t.co/BPzKqoeUE1 https://t.co/CkYERqGHDd,📷 The Ilayaraja Issue is a weapon in the hands of the BJP to cover up all this with the rise in electricity and petrol prices.  (at Pandalur-பந்தலூர்)  
332,"Coal shortage is being witnessed in 12 states once again after 2021 The depleting coal inventory of domestic thermal power plants has prompted PSU power engineers to warn of an impending energy crisis Failure of the Modi Govt!
#PowerShortageInIndia",Coal shortage is being witnessed in 12 states once again after 2021 The depleting coal inventory of domestic thermal power plants has prompted PSU power engineers to warn of an impending energy crisis Failure of the Modi Govt!
333,"The Ilayaraja Issue is a weapon in the hands of the BJP to cover up all this with the rise in electricity and petrol prices. 
#powershortageinindia @ Pandalur-பந்தலூர் https://t.co/NmdFleT685",The Ilayaraja Issue is a weapon in the hands of the BJP to cover up all this with the rise in electricity and petrol prices.   Pandalur-பந்தலூர் 
334,"Modi plans to make his Boss Ambani catch up with Adani. With more power cuts, fuel purchases for generators will go up, and Ambani can be in the world's richest race again! BJP great Move
#PowerShortageInIndia","Modi plans to make his Boss Ambani catch up with Adani. With more power cuts, fuel purchases for generators will go up, and Ambani can be in the world's richest race again! BJP great Move"
335,"when the mercury hit nearly 40 degrees Celsius, with the students preparing for examinations, professionals working from home, and the elderly suffering the most.Failure of Modi Govt!
#PowerShortageInIndia","when the mercury hit nearly 40 degrees Celsius, with the students preparing for examinations, professionals working from home, and the elderly suffering the most.Failure of Modi Govt!"
336,"India is on the verge of an unprecedented power crisis as thermal power plants across the country are grappling with coal shortages. Failure of Modi Govt!
#PowerShortageInIndia",India is on the verge of an unprecedented power crisis as thermal power plants across the country are grappling with coal shortages. Failure of Modi Govt!
337,"India is on the verge of an unprecedented power crisis as thermal power plants across the country are grappling with coal shortages. Failure of Modi Govt!
#PowerShortageInIndia",India is on the verge of an unprecedented power crisis as thermal power plants across the country are grappling with coal shortages. Failure of Modi Govt!
338,"Failure of Modi Govt! India suffering from a severe Power Shortage due to a coal shortage! Industries and households are affected bigger!
#PowerShortageInIndia",Failure of Modi Govt! India suffering from a severe Power Shortage due to a coal shortage! Industries and households are affected bigger!
339,"If only electricity can be generated from religious hatred Narendra Modi
would’ve made India the sustainable energy capital of the world! 
#PowerShortageInIndia",If only electricity can be generated from religious hatred Narendra Modiwould’ve made India the sustainable energy capital of the world! 
340,"Coal costs less than the bulldozers, do concentrate on people's actual needs than your RSS agenda .Failure of Modi Govt!
#PowerShortageInIndia","Coal costs less than the bulldozers, do concentrate on people's actual needs than your RSS agenda .Failure of Modi Govt!"
341,"The several States are expected to face coal shortages, which leads to power shortages in the coming weeks with India entering peak power demand season. Experts predict that high global thermal coal prices leads to a crisis
#PowerShortageInIndia","The several States are expected to face coal shortages, which leads to power shortages in the coming weeks with India entering peak power demand season. Experts predict that high global thermal coal prices leads to a crisis"
342,"Maharashtra, one of the most industrialized states in the country, is on the brink of facing a compulsory power outage due to the Poor administration of the BJP
#PowerShortageInIndia","Maharashtra, one of the most industrialized states in the country, is on the brink of facing a compulsory power outage due to the Poor administration of the BJP"
